"date","transaction_history_id","client_id","status","pricepoint_id","mno_delivery_code","total_charged","created_at"
"2025-10-05","3030298","193194","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:44:57"
"2025-10-05","3030298","193194","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:44:57"
"2025-10-05","3030298","193194","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:44:57"
"2025-10-05","3030301","192517","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:02"
"2025-10-05","3030301","192517","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:02"
"2025-10-05","3030301","192517","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:02"
"2025-10-05","3030303","191901","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:23"
"2025-10-05","3030303","191901","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:23"
"2025-10-05","3030303","191901","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:23"
"2025-10-05","3030303","191901","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:23"
"2025-10-05","3030303","191901","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:23"
"2025-10-05","3030303","191901","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:23"
"2025-10-05","3030303","191901","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:23"
"2025-10-05","3030305","190812","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:23"
"2025-10-05","3030305","190812","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:23"
"2025-10-05","3030305","190812","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:23"
"2025-10-05","3030305","190812","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:23"
"2025-10-05","3030305","190812","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:23"
"2025-10-05","3030305","190812","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:23"
"2025-10-05","3030307","186472","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:34"
"2025-10-05","3030307","186472","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:34"
"2025-10-05","3030307","186472","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:34"
"2025-10-05","3030307","186472","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:34"
"2025-10-05","3030307","186472","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-05 04:45:34"
