"date","transaction_history_id","client_id","status","pricepoint_id","mno_delivery_code","total_charged","created_at"
"2025-10-06","3047212","189206","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:06"
"2025-10-06","3047212","189206","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:06"
"2025-10-06","3047212","189206","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:06"
"2025-10-06","3047212","189206","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:06"
"2025-10-06","3047212","189206","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:06"
"2025-10-06","3047212","189206","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:06"
"2025-10-06","3047214","173436","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:31"
"2025-10-06","3047214","173436","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:31"
"2025-10-06","3047214","173436","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:31"
"2025-10-06","3047214","173436","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:31"
"2025-10-06","3047214","173436","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:31"
"2025-10-06","3047214","173436","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:31"
"2025-10-06","3047216","173072","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:37"
"2025-10-06","3047216","173072","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:37"
"2025-10-06","3047216","173072","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:37"
"2025-10-06","3047216","173072","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:37"
"2025-10-06","3047216","173072","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:01:37"
"2025-10-06","3047218","188956","TIMWE_RENEWED_NOTIF","63980","DELIVERED","3000","2025-10-06 05:02:39"
